# Run Date: 2025-06-09 20:13:37
# Command: mimi_kegg_extract -l 40 -u 1000 -o data/processed/kegg_compounds_40_1000Da_v3.tsv
# Number ofcompounds: 16089     
#
# compound         KEGG Compound Database
# cpd              Release 114.0+/06-09, Jun 25
#                  Kanehisa Laboratories
# 
# Mass range: 40.0-1000.0 Da
#
CF	ID	Name
C16H27N3O13P2	C21355	dTDP-4-methylamino-2,4-dideoxy-beta-L-xylose
C13H16N2O	C09243	Tetrahydroharmine
C15H22O2	C09376	Confertifolin
C6H13O9P	C03654	(3S,4R)-Ketose 1-phosphate
C18H25NO6	C10413	Usaramine
C15H12O2	C02099	(2S)-Flavanone
C16H22OSi2	C14251	1,3-Diphenyltetramethyldisiloxane
C8H7NO3	C02803	4-Nitroacetophenone
C9H17NO3	C01092	8-Amino-7-oxononanoate
C27H32O10	C09551	Spicatin
CdCl2	C15233	Cadmium chloride
C35H63NO3	C21123	Aminobacteriohopanetriol
C6H10O3	C03241	6-Hydroxyhexan-6-olide
C8H10O	C14386	3-Ethylphenol
C10H15N5	C07673	Phenformin
C6H14NO3PS2	C18983	Ethoate-methyl
C11H23N2O7PS	C01134	Pantetheine 4'-phosphate
C3H7NO2	C00213	Sarcosine
C8H8O3	C02657	6-Methylsalicylate
C30H52O7P2	C03428	Presqualene diphosphate
C24H32O9	C16859	Renillafoulin A
C17H18O4	C10526	(-)-Sativan
C28H46O3	C14159	Stylisterol C
C15H16Br2N4O4	C17162	Aerophobin 1
C27H46O10	C11992	L-Oleandrosyl-oleandolide
C15H26O6	C13870	Tributyrin
C13H19N2O10P	C06436	5'-Butyrylphosphouridine
C8H8O2	C07086	Phenylacetic acid
C21H18ClNO6	C12471	Chlorobiocic acid
C22H22O10	C10384	Physcion 8-glucoside
C15H13NO2	C14633	7-Hydroxy-2-acetamidofluorene
C21H28O9	C10463	Grandidentatin
C22H40O2	C16533	(13Z,16Z)-Docosadienoic acid
CN4O8	C19300	Tetranitromethane
C17H27N3O20P2S	C04426	UDP-N-acetyl-D-galactosamine 4-sulfate
C5H6O2	C20578	Tulipalin A
C10H16O	C11942	trans-2-Methyl-5-isopropylhexa-2,5-dienal
C12H14O3	C10476	p-Methoxycinnamic acid ethyl ester
C30H42N7O18P3S	C07118	Benzoylacetyl-CoA
C33H54N7O17P3S	C05280	cis,cis-3,6-Dodecadienoyl-CoA
C12H19NO2S	C22715	2,5-Dimethoxy-4-ethylthiophenethylamine
C12H15NO3	C22709	Ethylone
C26H29NO6	C10518	Piscerythramine
CH3I	C18448	Methyl iodide
C12H17NO8	C08331	Gynocardin
C38H40N2O7	C09369	Calafatimine
C29H50O2	C02477	alpha-Tocopherol
C16H13ClN2O2	C11566	3-(4-Chloro-benzyl)-5-(2-methoxy-phenyl)-[1,2,4]oxadiazole
C16H12O7	C10084	Isorhamnetin
C6H12O6	C01934	L-Rhamnonate
C17H17NO4	C12330	2,3,9,10-Tetrahydroxyberbine
C35H44O9	C09068	Candletoxin A
C17H16O5	C09734	Farrerol
C9H13N5O3	C20263	L-threo-7,8-Dihydrobiopterin
C4H9NO2	C03665	2-Amino-2-methylpropanoate
C12H13Br3N2	C16860	2,5,6-Tribromo-1-methylgramine
C2H6S	C00580	Dimethyl sulfide
C16H14O5	C09975	2',4',6'-Trihydroxy-3'-formyldihydrochalcone
C16H16O5	C22984	(R)-Torosachrysone
C15H18O8	C05839	cis-beta-D-Glucosyl-2-hydroxycinnamate
C20H15N3O2	C11569	2,2'-(1-Phenyl-1H-1,2,4-triazole-3,5-diyl)bis-phenol
C19H24O4	C04793	3,4-Dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione
C7H15Cl2N2O4P	C16557	Carboxyifosfamide
C27H42O3	C21077	Delta7-Dafachronic acid
C4H8N2O3	C01905	D-Asparagine
CaSiO3	C19550	Wollastonite
C20H30O	C21828	ent-Cassa-12,15-dien-2-one
C2H6O	C11144	Dimethyl ether
C11H15NO2S	C18651	Methiocarb
C9H13NO	C08300	D-Cathine
C9H16O3	C16322	9-Oxononanoic acid
C10H5Cl2NO2	C18806	Quinclorac
C18H27NO5	C10383	Sarracine
C18H17O7	C08595	Capensinidin
C21H24O6	C10545	Arctigenin
C20H28N2O4	C10564	O-Acetylcypholophine
C31H33N3O6S	C07206	Zafirlukast
C7H8O	C03485	Aromatic primary alcohol
C30H50O	C17901	Simiarenol
C6H10O6	C00691	2,4,6/3,5-Pentahydroxycyclohexanone
C14H21N	C15125	N-(Cyclohexylmethyl)-N-methylbenzenamine
C4H10O4S	C14706	Diethyl sulfate
C9H10O	C16930	Chavicol
C11H15NO2	C07577	3,4-Methylenedioxymethamphetamine
C10H15NO	C02765	(+)-(1S,2S)-Pseudoephedrine
C8H13NO3	C10284	Crotanecine
C14H13N3	C10919	Mepanipyrim
C10H16O	C00809	(-)-Camphor
C31H36N2O11	C05080	Novobiocin
C27H31O17	C16312	Delphinidin 3,5-diglucoside
C11H22N5O6P	C17944	Rhizocticin A
C16H26N2O15P2	C20682	dTDP-alpha-D-fucofuranose
C18H35NO2	C11124	Spiroxamine
C19H28O3	C18075	11beta,17beta-Dihydroxy-4-androsten-3-one
C15H12O8	C02906	Dihydromyricetin
C7H8O4	C06321	(1R,6S)-1,6-Dihydroxycyclohexa-2,4-diene-1-carboxylate
C3H3ClO2	C20609	2-Chloroacrylate
C32H42O16	C22582	Pinoresinol diglucoside
C10H19N3O2	C07035	Guanadrel
C29H46O	C11508	4alpha-Methyl-5alpha-ergosta-8,14,24(28)-trien-3beta-ol
C12H26N4O3	C20278	(2R,3R)-3-Methylornithinyl-N6-lysine
C12H16O6	C11611	Phenyl beta-D-glucopyranoside
C12H15Cl2NO5S	C12853	Thiamphenicol
C42H47N3O25	C22181	Diglucosyl-enterobactin
C21H20O11	C12249	Kaempferol 3-O-glucoside
C39H40N2O6	C09608	Phaeantharine
C20H26O2	C15114	3-Methoxy-5,10-seco-5,19-cycloandrosta-1(10),2,4-trien-17-one
C10H6Cl2N2O2	C12491	Pyrrolnitrin
C16H19N3O4S	C11749	(p-Aminobenzyl)penicillin
C30H50O3	C08980	Soyasapogenol B
C16H11NO3	C12250	Anhydrolycorinone
C21H21O12	C12138	Delphinidin 3-O-glucoside
C45H52CoN4O16	C16242	Cobalt-precorrin 5A
C21H27FO3	C15327	6alpha-Fluoropregn-4-ene-3,11,20-trione
C29H37N3O3	C09328	Alangimarckine
C26H34ClNO6	C20135	20-O-Methyl-19-chloroproansamitocin
C26H28O14	C16491	Isovitexin 2''-O-arabinoside
C6H13NO2	C00407	L-Isoleucine
C36H65NO13	C06616	Erythromycin C
C3H4O5	C02287	Hydroxymalonate
C15H24N2O17P2	C03733	UDP-alpha-D-galactofuranose
C23H38N2O5	C16345	Volicitin
C11H15NO	C09991	Valerianine
C12H10O3	C20805	3-Hydroxy-5-methyl-1-naphthoate
C25H32ClNO6	C20134	19-Chloroproansamitocin
C15H18O5	C09485	Isohelenol
C16H10O	C14519	1-Hydroxypyrene
C18H21ClN2O3	C06489	Compound VII
C22H21NO3	C13759	FPL64176
C5H11NOS	C17241	4-Methylthiobutanaldoxime
C9H12ClN5O	C07451	Moxonidine
C6H14S2	C08373	Dipropyl disulfide
C17H16O6	C16914	Isobyakangelicol
C18H35N3O4	C11328	Leucyl-leucyl-norleucine
C19H23NO4	C12328	Reticuline
C19H20N2O	C22923	Norfluorocurarine
C37H30O17	C10223	Epigallocatechin-(4beta->8)-epicatechin-3-O-gallate ester
C9H17NO9S2	C08413	Glucolepidiin
C40H60O	C15892	Chloroxanthin
C7H7FO4	C16479	5-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate
C32H58NO10P	C13902	1-Palmitoyl-2-(5-keto-8-oxo-6-octenoyl)-sn-glycero-3-phosphocholine
C12H21NO9	C23040	N-Acetyl-8-O-methyl-neuraminate
C30H62O	C08392	Triacontan-1-ol
C21H24N2O3	C22950	Rhazimol
C15H32	C08388	Pentadecane
C45H72O16	C17797	Astragaloside I
C15H12O3	C19896	4'-Hydroxyflavanone
C11H17N3O	C10567	Alchornine
C23H34O3	C14658	Pregnenolone acetate
C16H20N2O2	C04290	4-(3-Methylbut-2-enyl)-L-tryptophan
C3H2ClF5O	C07516	Enflurane
C10H7BrO	C14352	6-Bromo-2-naphthol
C20H28O3	C16679	all-trans-18-Hydroxyretinoic acid
C5H14NO3P	C22281	[2-(Trimethylamino)ethyl]phosphonate
C19H18O6	C15076	5,6,7,4'-Tetramethoxyisoflavone
C20H18O6	C10486	Licoisoflavone A
C30H26O10	C10231	Guibourtinidol-(4alpha->6)-catechin
C7H14N2O4S	C18646	Butoxycarboxim
C20H24O6	C09449	Euponin
C40H52O3	C15967	Phoenicoxanthin
C10H16O2	C11414	(4S,7R)-4-Isopropenyl-7-methyl-2-oxo-oxepanone
C18H26O3	C14043	ML-236C
C8H15NO6	C21049	N-Acetyl-D-gulosamine
C20H26O3	C15228	beta-Estradiol 17-acetate
C19H14F3NO	C18857	Fluridone
C21H39N5O14	C17573	Bluensomycin
C5H8O	C00557	Cyclopentanone
C21H19NO6	C20629	8-Demethylnovobiocic acid
C21H30O5	C01124	18-Hydroxycorticosterone
C16H14	C14761	trans,trans-1,4-Diphenyl-1,3-butadiene
C31H39N5O5	C09162	Ergocornine
C9H8O3	C06738	cis-p-Coumarate
C5H7NO4	C00940	2-Oxoglutaramate
C29H38N4O4	C10009	Mucronine A
C32H39O20	C08612	Cyanidin 3-O-(6''-glucosyl-2''-xylosylgalactoside)
C44H80N2O15	C11985	Megalomicin A
C6H5NO2	C00253	Nicotinate
C21H30N7O17P3	C00005	NADPH
C19H25NO4	C09424	Erythratidine
C27H42N7O18P3S	C19683	3,4-Didehydroadipyl-CoA semialdehyde
C8H6O6	C03233	4,5-Dihydroxyphthalate
C6H12O6	C00936	alpha-D-Mannose
C14H17Cl2NO2	C18593	Fenhexamid
C28H46O2	C21950	(13Z,16Z,19Z,22Z,25Z)-Octacosapentaenoic acid
C15H12O4	C08650	Isoliquiritigenin
C5H4N4O2	C07599	Alloxanthine
C6H11O10P	C05385	D-Glucuronate 1-phosphate
C17H23N3O	C11798	Mepyramine
C14H19N5O6S	C03431	S-Inosyl-L-homocysteine
C45H44O12	C17871	Sanggenon E
C17H21NO3	C09223	Mesembrenone
C4H4N2O3	C11116	1-Methylparabanic acid
C11H14N2O3	C20843	N5-Phenyl-L-glutamine
C28H44O	C01694	Ergosterol
C20H20N6O9S	C07231	Moxalactam
C2H8AsNO3	C07279	2-Aminoethylarsonate
C28H44N7O19P3S	C09825	2-Hydroxy-6-oxocyclohexane-1-carbonyl-CoA
C22H21ClN2O7	C18297	Anhydrochlortetracycline
C22H14O6	C10332	Diospyrin
C32H52O9	C08893	Convallasaponin A
C13H17N5O13P2	C22297	Enolpyruvoyl-2-diphospho-5'-guanosine
C10H12O4	C06580	2,3-Dihydroxy-p-cumate
C17H26N2O14P2	C11915	dTDP-3-methyl-4-oxo-2,6-dideoxy-L-allose
C12H24N2O4	C07927	Carisoprodol
C10H16O	C19081	(4S)-Limonene-1,2-epoxide
C6H12O7	C00800	L-Gulonate
C7H8FN3O4	C13671	(S)-F-Willardiine
C18H26O2	C07254	Nandrolone
C19H26O4	C14983	6beta-Hydroxy-D-homo-17a-oxaandrost-4-ene-3,17-dione
C12H4Cl6O	C14728	2,2',3,3',4',5-Hexachloro-4-biphenylol
C10H15OPS2	C18987	Fonofos
C12H19NO3	C22746	2,4,5-Trimethoxyamphetamine
C12H6Cl4	C14199	2,2',5,5'-Tetrachlorobiphenyl
C12H18O13	C02273	Digalacturonate
C6H10O5	C03979	2-Dehydro-3-deoxy-L-rhamnonate
C16H27NO4	C11840	N-(3-Oxododecanoyl)homoserine lactone
C12H8O2S	C21150	Dibenzothiophene-5,5-dioxide
C12H26O	C22404	2-Butyloctan-1-ol
C13H16N2O2	C01598	Melatonin
C13H23NO3	C10869	Valeroidine
C5H5NO2	C05942	Pyrrole-2-carboxylate
C29H32O13	C01576	Etoposide
C21H24N2O3	C11676	Lochnericine
C50H74O2	C22060	Dihydrobisanhydrobacterioruberin
C31H50N7O18P3S	C11421	(3S)-3-Isopropenyl-6-oxoheptanoyl-CoA
C15H14O5	C09320	Afzelechin
C20H30O2	C20149	9beta-Pimara-7,15-dien-19-oate
C8H10O	C07216	3-Methylbenzyl alcohol
C5H9NO3	C03651	trans-4-Hydroxy-D-proline
C13H22N2O8	C22255	5,7-Diacetamido-3,5,7,9-tetradeoxy-L-glycero-D-galacto-non-2-ulosonic acid
C6H13O9P	C00103	D-Glucose 1-phosphate
C17H19NO4	C05203	6-O-Methylnorlaudanosoline
C9H5ClN4	C11164	CCCP
C22H24N2O9	C06624	Oxytetracycline
C7H11N3O	C16399	2,4-Diamino-6-hydroxylaminotoluene
C36H60O2	C03455	11-cis-Retinyl palmitate
C25H33NO4	C11793	Etorphine
C18H14O4	C10055	Dehydrocycloguanandin
C19H22O6	C09174	Ponalactone A
C18H22O2	C14261	Trenbolone
C11H17NO3	C07513	Methoxamine
C30H16O8	C07606	Hypericin
C14H11NO3	C12093	1,3-Dihydroxy-N-methylacridone
C3Cl6O	C19122	Hexachloroacetone
C16H25NO10	C08337	Proacaciberin
C28H34O15	C09806	Neohesperidin
C42H46N6NiO14	C21511	Nickel-sirohydrochlorin a,c-diamide
C3H7NO2Se	C05688	L-Selenocysteine
C19H26O3	C14256	11-Ketotestosterone
C15H24O	C16945	Cyperol
C27H42O4	C08891	Convallamarogenin
C13H13N3O2	C21443	N-Demethylindolmycin
C26H38O7	C15538	10-Desacetyltaxuyunnanin C
C11H6O3	C09305	Psoralen
C8H17NO	C10168	Pseudoconhydrine
C9H20O	C14696	1-Nonanol
C11H9ClN2O2	C19688	2-Imino-3-(7-chloroindol-3-yl)propanoate
C6H12O9S	C02827	D-Glucose 6-sulfate
C30H48O5	C17538	Cimigenol
C5H11O4P	C20345	Isopentenyl phosphate
C8H8O4	C10331	2,6-Dimethoxybenzoquinone
C16H17NO3	C12162	Crinine
C42H53N6NiO14	C21512	15,17(3)-Seco-F430-17(3)-acid
C22H31NO3	C07360	Oxybutynin
C33H38N4O8	C16542	APC
C10H12N5O6P	C02353	2',3'-Cyclic AMP
C5H13O13P3	C12347	Deoxyribose triphosphate
C28H31FN4O	C06832	Astemizole
C16H17NO4	C10444	3'-Demethoxypiplartine
C4H6O3	C00164	Acetoacetate
C10H12N4O4	C01736	Nebularine
C19H18O11	C10095	Tripteroside
C9H13N3O2	C19581	alpha-[3-(Nitrosoamino)propyl]-3-pyridinemethanol
C5H5N3O	C01956	Pyrazinamide
C9H9N3O2	C10897	Carbendazim
C20H21NO5	C10653	Buntanine
C19H25FO3	C15165	12alpha-Fluoro-11beta,17beta-dihydroxyandrosta-1,4-dien-3-one
C7H8O5	C07478	2-Hydroxy-5-methyl-cis,cis-muconate
C14H10O3	C18856	Flurecol
C45H78O2	C14641	Cholesteryl oleate
C6H3ClO3	C22290	2-Chloro-6-hydroxy-1,4-benzoquinone
C22H22N2O8	C07654	Methacycline
C6H5BrO	C14453	4-Bromophenol
C8H7NO3	C03757	3,4-Dihydroxymandelonitrile
C5H11NO	C01842	Pentanamide
C5H8O5	C02614	(S)-2-Methylmalate
C16H13N3	C19552	Yellow AB
C19H24O3	C19944	3-Hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione
C20H16O	C19561	7-Hydroxymethyl-12-methylbenz[a]anthracene
C5H10O	C21402	Isoprenyl alcohol
C13H28N4O4	C17984	Istamycin AP
C12H10S2	C14569	4,4'-Biphenyldithiol
C15H10O7	C10105	Morin
C8H8N2O3S	C07504	Zonisamide
C23H22O7	C10535	Tephrosin
C20H36O7P2	C21784	Nerylneryl diphosphate
C17H19N4O10P	C21803	8-Demethyl-8-formylriboflavin 5'-phosphate
C24H36N7O13P	C03580	3''-Adenylylspectinomycin
C6H11O8P	C04299	D-myo-Inositol 1,2-cyclic phosphate
C10H19N2O4PS	C18974	Cyanthoate
C15H17N5O6S	C10962	Tribenuron methyl
C40H56O	C15860	1'-Hydroxytorulene
C9H13N5O4	C21008	7,8-Dihydromonapterin
C15H16O7	C09766	Allamandin
C19H21NO3	C06173	Thebaine
C15H10O6	C17810	Citreorosein
C12H8S3	C08460	alpha-Terthienyl
C9H17ClN3O3PS	C19001	Isazofos
C4H4O2	C06144	3-Butynoate
C10H4Cl2FNO2	C18551	Fluoroimide
C20H18O2	C19607	trans-5,6-Dihydro-5,6-dihydroxy-7,12-dimethylbenz[a]anthracene
C22H28O3	C15090	17-Hydroxy-3-oxo-17alpha-pregna-1,4-diene-21-carboxylic acid, gamma-lactone
C7H10O5	C18307	2-Methyl-3-oxoadipate
C6H12O8S	C22077	6-Sulfo-alpha-D-quinovose
C21H39NO6	C19914	Myriocin
C18H17NO4	C10629	Acronidine
C18H35N5O6	C17992	Istamycin B1
C19H23NO6	C12169	1-Epideacetylbowdensine
C28H44O	C05441	Vitamin D2
C24H34O4	C08150	Medroxyprogesterone acetate
C9H10O4	C10680	2',6'-Dihydroxy-4'-methoxyacetophenone
C17H19NO4	C08019	Oxymorphone
C9H10O3	C11380	Apocynin
C24H38O4	C14227	Di-n-octyl phthalate
C8H18O	C17144	3-Octanol
C7H9NO5	C01215	2-(Acetamidomethylene)succinate
C40H63N9O14S	C15743	Cyanopeptolin S
C7H15Cl2N2O4P	C07646	Carboxyphosphamide
C6H10O7	C06473	2-Keto-D-gluconic acid
C9H12N3O7P	C00941	3',5'-Cyclic CMP
C14H12O	C16014	cis-Stilbene oxide
C17H19NO2	C10867	Strobamine
C27H21NO11	C06776	11-O-Demethylpradimicinone I
C15H16O3	C17425	Linderalactone
C45H72O20	C17921	Scopoloside I
C10H11ClO3	C13700	Clofibric acid
C16H20N2O2	C19767	7-(3-Methylbut-2-enyl)-L-tryptophan
C23H38N7O20P3S2	C19685	Sulfoacetyl-CoA
C4H7NO5	C19813	threo-3-Hydroxy-D-aspartate
C17H22O3	C09171	Podocarpic acid
C15H14O6	C08742	2,8-Dihydroxy-3,4,7-trimethoxydibenzofuran
C24H27NO8	C12437	Medermycin
C29H33ClN2O2	C07080	Loperamide
C27H33N3O7	C20045	Verruculogen
C11H20O2	C13910	Undecylenic acid
C16H10O7	C10541	Wedelolactone
C15H12BrN3	C17168	Eudistomin H
C11H18N5O12P3	C13741	beta,gamma-Methylene ATP
C40H58O2	C20332	15,15'-Dihydroxy-beta-carotene
C12H23O14P	C20237	alpha-Maltose 1-phosphate
C22H33NO3	C08656	Ajaconine
C12H17N2O4P	C07576	Psilocybin
C35H56	C20276	Tetraprenyl-beta-curcumene
C11H6O4	C00758	Bergaptol
C11H19N3O	C18828	Ethirimol
C5H13O8P	C03509	L-Arabinitol 5-phosphate
C10H18O2	C21139	(S)-3-Acetyloctanal
C27H34O16	C10805	Leiocarposide
C6H9N3O	C01929	L-Histidinal
C15H14O6	C09727	(-)-Epicatechin
C18H39NO3	C12144	Phytosphingosine
C30H50O	C20187	Achilleol B
C17H22O5	C09374	Confertiflorin
C12H10N2	C09209	Harman
C6H13O9P	C03251	Aldohexose 6-phosphate
C15H10O7	C10192	Tricetin
C19H14O6	C03686	O-Methylsterigmatocystin
C6H11NO2	C07500	Vigabatrin
C30H42O7	C08800	Cucurbitacin I
C5H6O5	C06030	Methyloxaloacetate
C8H11N3O3	C02997	N-Acetyl-L-histidine
C16H8O2	C18257	Pyrene-1,6-dione
C9H10O2	C13342	p-Hydroxypropiophenone
C31H34N2O5	C21145	Protoasukamycin
C45H74O10	C13871	1,2-Di-(9Z,12Z,15Z-octadecatrienoyl)-3-O-beta-D-galactosyl-sn-glycerol
C4H10O6S4	C19637	Coenzyme M disulfide
C20H36O5	C06475	Prostaglandin F1alpha
C14H14O4	C09276	Marmesin
C25H42N7O18P3S	C05116	3-Hydroxybutanoyl-CoA
C3H9O6P	C03189	DL-Glycerol 1-phosphate
C10H14N2S	C19086	Methiuron
C8H8O2	C07211	m-Methylbenzoate
C7H4ClNO2	C07931	Chlorzoxazone
C14H19NO6S	C01069	Desulfoglucotropeolin
C7H7ClO5	C18310	3-Chloro-2-methylmaleylacetate
C15H20O3	C20400	1-Deoxy-11-oxopentalenate
C17H14O6	C19584	Aflatoxicol
C4H6O2	C19443	Methyl acrylate
C12H10ClN3O	C18604	Forchlorfenuron
C21H24O7	C09316	Visnadin
C16H32O2	C00249	Hexadecanoic acid
C15H18O3	C09287	Achillin
C9H8Cl2N2O	C13844	DCEBIO
C22H28O3	C08152	Norethindrone acetate
C22H28N2O3	C16972	Hirsutine
C13H12N4O4S	C20288	N-Sulfonyloxy-PhIP
C12H20O11	C05403	3-Ketolactose
C34H41NO17	C08327	Anthemis glycoside B
C5H11O8P	C22318	Apulose 4-phosphate
C16H29NO2	C20034	Allopumiliotoxin 267A
C7H9N2O	C07400	Pralidoxime
C10H13N5O3	C05198	5'-Deoxyadenosine
C5H9NO2	C18170	3-Acetamidopropanal
C6H4O4	C04431	cis-4-Carboxymethylenebut-2-en-4-olide
C16H20N2O	C09131	Chanoclavine-I
C30H50O2	C20945	Erythrodiol
C5H9O8P	C22036	L-Arabino-1,4-lactone 5-phosphate
C30H35NO10	C12476	Decarbamoylnovobiocin
C43H78NO10P	C21483	1-Octadecanoyl-2-(15S-hydroperoxy-5Z,8Z,11Z,13E-eicosatetraenoyl)-sn-glycero-3-phosphoethanolamine
C10H7NO3	C14802	1-Nitronaphthalene-7,8-oxide
C28H28Cl3FN2O4	C15624	GW 2433
C30H52O26	C08252	Verbascose
C21H23N2O3	C11679	4,21-Dehydrocorynantheine aldehyde
C15H14O2	C09757	7-Hydroxyflavan
C15H22O2	C09677	Helminthosporal
C9H10ClN5O2	C11110	Imidacloprid
C22H15N3O4	C21125	Chromopyrrolate
C22H31N5O4	C21551	Melagatran
C22H24N2O5	C21541	Benazeprilat
C6H6Cl2	C11352	5,6-Dichloro-1,3-cyclohexadiene
C31H52O2	C22114	4alpha-(Hydroxymethyl)-4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-ergost-24(24(1))-en-3beta-ol
C9H10O5	C21086	(3E)-3-[(1R,5R,6S)-5-Hydroxy-7-oxabicyclo[4.1.0]heptan-2-ylidene]-2-oxopropanoate
C6H7BrO2	C14842	Bromobenzene-2,3-dihydrodiol
C11H14O2	C17782	3,5-Dimethoxyallylbenzene
C3H9N	C06748	Isopropylamine
C24H25NO	C16548	N,N-Didesmethyltamoxifen
C12H23O14P	C02995	Maltose 6'-phosphate
C21H20O10	C09126	Genistin
C7H7ClO	C03359	4-Chloro-2-methylphenol
C29H38O9	C08883	Uscharidin
C21H24O9	C09754	Glycyphyllin
C13H17NO4	C01657	Ac-Tyr-OEt
C15H11ClF3NO4	C18881	Oxyfluorfen
H2SO4	C00059	Sulfate
C10H9NO2	C03230	(Indol-3-yl)glycolaldehyde
C15H14O4	C10268	Lunularic acid
C15H24N2O2	C17069	Sophoranol
C17H28O4	C11993	10-Deoxymethynolide
C12H6Cl4S	C19032	Tetrasul
C9H9FO2	C15075	3-Fluoro-1-(4-hydroxyphenyl)-1-propanone
C5H12NO5P	C13734	2-Amino-5-phosphopentanoic acid
C6H8O6	C04349	(4S)-4,6-Dihydroxy-2,5-dioxohexanoate
C15H14O2	C02345	(2S)-Flavan-4-ol
C16H20N2O10S2	C08422	4-Hydroxyglucobrassicin
C9H19N5O3	C05340	beta-Alanyl-L-arginine
C29H42N7O18P3S	C20062	2-(1,2-Epoxy-1,2-dihydrophenyl)acetyl-CoA
C12H17O10P	C06187	Arbutin 6-phosphate
C19H26O4S	C18602	Propargite
C25H28O11	C08782	Sergeolide
C30H46N7O20P3S	C23023	(2E)-7-Carboxy-4-methyl-5-oxohept-2-enoyl-CoA
C15H18O5	C09354	Canin
C9H13NO	C10158	Mearsine
C20H34O2	C13273	Plaunotol
C23H24O4	C14345	Bisphenol A dimethacrylate
C15H26O	C19756	Presilphiperfolan-8beta-ol
C7H8N4O3	C16360	3,7-Dimethyluric acid
C22H36O19	C20573	Aldotetraouronic acid
C20H26N10O12P2S2	C19848	Adenylated molybdopterin
C24H32O8	C11237	17beta-Estradiol 17-(beta-D-glucuronide)
C17H22O5	C09487	Isotenulin
C19H29NO3	C20215	Homocapsaicin
C15H16O3	C10247	Batatasin IV
C19H32O2	C03051	17beta-Hydroxysteroid
C6H11N2O4PS3	C14431	Methidathion
C18H23NO6	C10375	Riddelline
C27H42N7O19P3S	C19682	3,4-Didehydroadipyl-CoA
C11H19N3O6	C21016	Ophthalmate
C2H8NO4P	C22696	(1R)-(2-Amino-1-hydroxyethyl)phosphonate
C20H34O2	C21978	Cyclooctat-9-ene-5,7-diol
C17H37N7O4	C16747	Spergualin
C19H16O6	C10090	Psorospermin
C20H32O2	C00219	Arachidonate
C15H23N3O15P2	C01219	CDP-4-dehydro-6-deoxy-D-glucose
C8H15NO	C02066	Pseudotropine
C5H3Cl3O3	C19205	3-Chloro-4-(dichloromethyl)-5-hydroxy-2(5H)-furanone
C20H17N3O4	C16822	9-Aminocamptothecin
C17H27N3O17P2	C00043	UDP-N-acetyl-alpha-D-glucosamine
C13H18ClNO	C06860	Bupropion
C15H24	C19734	(-)-alpha-Gurjunene
C12H22O11	C06421	alpha-Cellobiose
C10H17NO2	C12453	Acetylpseudotropine
C15H24O	C22012	[(4S)-4-(5,5-Dimethylcyclohex-1-en-1-yl)-cyclohex-1-en-1-yl]methanol
C45H74O10	C11313	Oligomycin C
C31H44N7O20P3S	C12203	5-Hydroxyferuloyl-CoA
C9H10N4O2S2	C08050	Sulfamethizole
C14H15O2PS2	C14436	Edifenphos
C7H9N3O4	C16402	2,4-Dihydroxylamino-6-nitrotoluene
C12H16O3	C17846	alpha-Asaron
C23H27N5O7S	C14034	Piperacillin
C15H10O6	C10036	Datiscetin
C16H18O8	C10432	1-Caffeoyl-4-deoxyquinic acid
C19H29NO4	C09337	Ankorine
C31H41ClN2O9	C20138	N-Demethylansamitocin P-3
C21H32N7O18P3	C20483	(6R)-6beta-Hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide phosphate
C17H19NO3	C06161	(S)-Coclaurine
C8H16N2OS2	C18923	Carbamorph
C21H20O11	C08598	Carthamone
C29H34O15	C10481	Orobanchoside
C10H14O2	C17622	(6E)-8-Oxogeranial
C6H12O6	C00962	beta-D-Galactose
C45H54N4O17	C06416	Precorrin 5
C29H35NO2	C07652	Mifepristone
C30H26O11	C17776	Gambiriin B2
C18H30O3	C19613	Juvenile hormone I
C28H46N7O20P3S	C06714	3-Hydroxypimeloyl-CoA
C25H34O3	C14044	C25-Allenic-apo-aldehyde
C41H58O2	C16277	R.g.-Keto I
C28H46O3	C16253	(22R,23R)-22,23-Dihydroxy-campest-4-en-3-one
C16H24N2O2	C21520	18-502
C6H6O5S	C06336	3-Sulfocatechol
C25H30O3	C15644	GW 0791
C15H12I3NO4	C07639	3,3',5'-Triiodo-L-thyronine
C14H11NO2	C14662	(E)-4-Nitrostilbene
C14H16O9	C09919	Bergenin
C28H48O4	C15791	Teasterone
C16H27N3O13P2	C12443	dTDP-beta-L-daunosamine
C8H11NO3	C00547	L-Noradrenaline
C7H8N4O2	C07130	Theophylline
C6H15O3PS2	C18655	Demeton-S-methyl
C10H18O9	C20568	beta-L-Arabinofuranosyl-(1->2)-beta-L-arabinofuranose
C16H26N2O3	C07383	Proparacaine
C27H34O10	C09533	Provincialin
C27H44O3	C01673	Calcitriol
C10H16N5O12P3S	C13742	Adenosine 5-O-(3-thiotriphophate)
C3H6BrNO4	C13034	Bronopol
C21H32O4	C14598	3alpha,17alpha-Dihydroxy-5beta-pregnane-11,20-dione
C40H52	C16340	beta-Isorenieratene
C21H41N7O12	C01023	Dihydrostreptomycin
